Product Name,Category Name,Variant Name,Price,SKU,Barcode,Department,Stock Name,Stock Variant Name,Starting Quantity,Starting Value,Alert Level
ANNAVERO 10151,DRESSESS,RED44,250000,,,Main Department,ANNAVERO 10151,RED44,1,125000,1
SHELL M250 RE,DRESSESS,REDXL,950000,,,Main Department,SHELL M250 RE,REDXL,1,475000,1
SHELL M250 RE,DRESSESS,REDXXL,950000,,,Main Department,SHELL M250 RE,REDXXL,1,475000,1
MARI MARI 719,SHORT DRESS,RED42,175000,,,Main Department,MARI MARI 719,RED42,1,87500,1
MARI MARI 719,SHORT DRESS,RED46,175000,,,Main Department,MARI MARI 719,RED46,1,87500,1
LAVIN 9537,SHORT DRESS,RED48,220000,,,Main Department,LAVIN 9537,RED48,1,110000,1
LAVIN 9537,SHORT DRESS,RED46,220000,,,Main Department,LAVIN 9537,RED46,1,110000,1
LAVIN 9537,SHORT DRESS,RED42,220000,,,Main Department,LAVIN 9537,RED42,1,110000,1
LAVIN 5032,SHORT DRESS,RED36,185000,,,Main Department,LAVIN 5032,RED36,1,92500,1
LAVIN 5032,SHORT DRESS,RED40,185000,,,Main Department,LAVIN 5032,RED40,1,92500,1
LAVIN 5032,SHORT DRESS,RED38,185000,,,Main Department,LAVIN 5032,RED38,1,92500,1
LAVIN 5032,SHORT DRESS,RED42,185000,,,Main Department,LAVIN 5032,RED42,1,92500,1
NOVEMBER 80100,SHORT DRESS,RED 46,200000,,,Main Department,NOVEMBER 80100,RED 46,1,100000,1
NOVEMBER 80100,SHORT DRESS,RED 44,200000,,,Main Department,NOVEMBER 80100,RED 44,1,100000,1
NOVEMBER 80100,SHORT DRESS,RED 48,200000,,,Main Department,NOVEMBER 80100,RED 48,1,100000,1
FIGURE 1904,SHORT DRESS,RED40,235000,,,Main Department,FIGURE 1904,RED40,1,117500,1
FIGURE 1904,SHORT DRESS,RED46,235000,,,Main Department,FIGURE 1904,RED46,1,117500,1
FIGURE 1904,SHORT DRESS,RED44,235000,,,Main Department,FIGURE 1904,RED44,1,117500,1
PRETTY WOMEN 1120,SHORT DRESS,RED36,195000,,,Main Department,PRETTY WOMEN 1120,RED36,1,97500,1
LAVIN 5010,SHORT DRESS,RED46,250000,,,Main Department,LAVIN 5010,RED46,1,125000,1
LAVIN 5010,SHORT DRESS,RED48,250000,,,Main Department,LAVIN 5010,RED48,1,125000,1
LAVIN 5010,SHORT DRESS,RED42,250000,,,Main Department,LAVIN 5010,RED42,1,125000,1
LAVIN 5010,SHORT DRESS,RED38,250000,,,Main Department,LAVIN 5010,RED38,1,125000,1
LAVIN 5010,SHORT DRESS,RED36,250000,,,Main Department,LAVIN 5010,RED36,1,125000,1
LAVIN 5010,SHORT DRESS,RED40,250000,,,Main Department,LAVIN 5010,RED40,1,125000,1
LAVIN 5010,SHORT DRESS,RED42,250000,,,Main Department,LAVIN 5010,RED42,1,125000,1
LAVIN 5010,SHORT DRESS,RED44,250000,,,Main Department,LAVIN 5010,RED44,1,125000,1
MIRA MIA 9600,SHORT DRESS,RED42,215000,,,Main Department,MIRA MIA 9600,RED42,1,107500,1
MIRA MIA 9600,SHORT DRESS,RED44,215000,,,Main Department,MIRA MIA 9600,RED44,1,107500,1
MIRA MIA 9600,SHORT DRESS,RED46,215000,,,Main Department,MIRA MIA 9600,RED46,1,107500,1
MIRA MIA 9600,SHORT DRESS,RED48,215000,,,Main Department,MIRA MIA 9600,RED48,1,107500,1
J 9384 ,CLUTCH,RED ,65000,,,Main Department,J 9384 ,RED ,1,32500,1
1049,CLUTCH,RED ,45000,,,Main Department,1049,RED ,1,22500,1
1051,CLUTCH,RED,75000,,,Main Department,1051,RED,1,37500,1
1051,CLUTCH,RED,75000,,,Main Department,1051,RED,1,37500,1
J050  J ,CLUTCH,RED,65000,,,Main Department,J050  J ,RED,1,32500,1
J050 J ,CLUTCH,RED,65000,,,Main Department,J050 J ,RED,1,32500,1
J050 J ,CLUTCH,RED,65000,,,Main Department,J050 J ,RED,1,32500,1
J050 J,CLUTCH,RED,65000,,,Main Department,J050 J,RED,1,32500,1
999,CLUTCH,RED ,48000,,,Main Department,999,RED ,1,24000,1
999,CLUTCH,RED,48000,,,Main Department,999,RED,1,24000,1
5501,CLUTCH,RED ,65000,,,Main Department,5501,RED ,1,32500,1
5501,CLUTCH,RED,65000,,,Main Department,5501,RED,1,32500,1
2005,CLUTCH,RED ,75000,,,Main Department,2005,RED ,1,37500,1
88054,CLUTCH,RED,55000,,,Main Department,88054,RED,1,27500,1
16023,CLUTCH,RED,55000,,,Main Department,16023,RED,1,27500,1
127,CLUTCH,RED,55000,,,Main Department,127,RED,1,27500,1
1095,CLUTCH,RED,75000,,,Main Department,1095,RED,1,37500,1
J311 ,CLUTCH,RED,58000,,,Main Department,J311 ,RED,1,29000,1
ROYAL COLLECTION 7093,DRESSESS,ORANGE44,335000,,,Main Department,ROYAL COLLECTION 7093,ORANGE44,1,167500,1
PINKY TOUCH 5050,DRESSESS,RED44,150000,,,Main Department,PINKY TOUCH 5050,RED44,1,75000,1
GUNBEYI 7185,DRESSESS,RED48,150000,,,Main Department,GUNBEYI 7185,RED48,1,75000,1
RIENTE 2015,DRESSESS,RED50,180000,,,Main Department,RIENTE 2015,RED50,1,90000,1
DE TUAL 0023,DRESSESS,RED50,80000,,,Main Department,DE TUAL 0023,RED50,1,40000,1
GUNBEYI 4198,DRESSESS,RED46,120000,,,Main Department,GUNBEYI 4198,RED46,1,60000,1
GUNBEYI 4198,DRESSESS,RED50,120000,,,Main Department,GUNBEYI 4198,RED50,1,60000,1
WOMENTIC 5074,DRESSESS,RED54,150000,,,Main Department,WOMENTIC 5074,RED54,1,75000,1
VIOL 6858,DRESSESS,RED6,220000,,,Main Department,VIOL 6858,RED6,1,110000,1
ROMANNA 2499,DRESSESS,RED46,200000,,,Main Department,ROMANNA 2499,RED46,1,100000,1
ROMANNA 2499,DRESSESS,RED44,200000,,,Main Department,ROMANNA 2499,RED44,1,100000,1
POP LINE VIP 0635,DRESSESS,RED38,200000,,,Main Department,POP LINE VIP 0635,RED38,1,100000,1
POP LINE VIP 0635,DRESSESS,RED40,200000,,,Main Department,POP LINE VIP 0635,RED40,1,100000,1
POP LINE VIP 0635,DRESSESS,RED42,200000,,,Main Department,POP LINE VIP 0635,RED42,1,100000,1
POP LINE VIP 0635,DRESSESS,RED44,200000,,,Main Department,POP LINE VIP 0635,RED44,1,100000,1
MADAM 1996,DRESSESS,RED40,195000,,,Main Department,MADAM 1996,RED40,1,97500,1
ILMIO 1552,DRESSESS,RED38,200000,,,Main Department,ILMIO 1552,RED38,1,100000,1
INVITO 5807,DRESSESS,RED40,180000,,,Main Department,INVITO 5807,RED40,1,90000,1
INVITO 5807,DRESSESS,RED42,180000,,,Main Department,INVITO 5807,RED42,1,90000,1
INVITO 5807,DRESSESS,RED44,180000,,,Main Department,INVITO 5807,RED44,1,90000,1
IDEAL 99,DRESSESS,RED18,890000,,,Main Department,IDEAL 99,RED18,1,445000,1
IDEAL 99,DRESSESS,RED22,890000,,,Main Department,IDEAL 99,RED22,1,445000,1
ADOSSE 0200,TROUSER,RED38,50000,,,Main Department,ADOSSE 0200,RED38,1,25000,1
ADOSSE 0200,TROUSER,RED52,50000,,,Main Department,ADOSSE 0200,RED52,1,25000,1
MOYMIR 112,COAT,RED42,120000,,,Main Department,MOYMIR 112,RED42,1,60000,1
MOYMIR 112,COAT,RED36,120000,,,Main Department,MOYMIR 112,RED36,1,60000,1
FUMEE 0752,DRESSES,RED44,495000,,,Main Department,FUMEE 0752,RED44,1,247500,1
FUMEE 0752,DRESSES,RED46,495000,,,Main Department,FUMEE 0752,RED46,1,247500,1
FUMEE 0751,DRESSES,RED48,580000,,,Main Department,FUMEE 0751,RED48,1,290000,1
FUMEE 0751,DRESSES,RED46,580000,,,Main Department,FUMEE 0751,RED46,1,290000,1
FOR COSTUME 9546,DRESSES,RED44,500000,,,Main Department,FOR COSTUME 9546,RED44,1,250000,1
FOR COSTUME 9546,DRESSES,RED42,500000,,,Main Department,FOR COSTUME 9546,RED42,1,250000,1
FOR COSTUME 9546,DRESSES,RED40,500000,,,Main Department,FOR COSTUME 9546,RED40,1,250000,1
WHITE BEGONYA 01010,DRESSESS,RED38,385000,,,Main Department,WHITE BEGONYA 01010,RED38,1,192500,1
WHITE BEGONYA 01010,DRESSESS,RED40,385000,,,Main Department,WHITE BEGONYA 01010,RED40,1,192500,1
WHITE BEGONYA 01010,DRESSESS,RED42,385000,,,Main Department,WHITE BEGONYA 01010,RED42,1,192500,1
NAZELLA 5980,LONG DRESS,RED38,450000,,,Main Department,NAZELLA 5980,RED38,1,225000,1
PYAMOR 6305,DRESSESS,RED48,380000,,,Main Department,PYAMOR 6305,RED48,1,190000,1
PYAMOR 6306,DRESSESS,RED44,380000,,,Main Department,PYAMOR 6306,RED44,1,190000,1
Fumee 7785,DRESSESS,RED48,425000,,,Main Department,Fumee 7785,RED48,1,212500,1
RAMONA 2499,DRESSESS,RED48,180000,,,Main Department,RAMONA 2499,RED48,1,90000,1
RAMONA 2499,DRESSESS,RED46,180000,,,Main Department,RAMONA 2499,RED46,1,90000,1
POPLINE VIP 00635,DRESSES,RED38,200000,,,Main Department,POPLINE VIP 00635,RED38,1,100000,1
POPLINE VIP 00635,DRESSES,RED40,200000,,,Main Department,POPLINE VIP 00635,RED40,1,100000,1
POPLINE VIP 00635,DRESSESS,RED42,200000,,,Main Department,POPLINE VIP 00635,RED42,1,100000,1
POPLINE VIP 00635,DRESSESS,RED44,200000,,,Main Department,POPLINE VIP 00635,RED44,1,100000,1
FOR COSTUME 9525,DRESSESS,RED42,630000,,,Main Department,FOR COSTUME 9525,RED42,1,315000,1
ILMIO 01552,DRESSESS,RED40,200000,,,Main Department,ILMIO 01552,RED40,1,100000,1
PANSY 0369,DRESSESS,RED44,530000,,,Main Department,PANSY 0369,RED44,1,265000,1
SEREF VURAL 7742,DRESSESS,RED36,280000,,,Main Department,SEREF VURAL 7742,RED36,1,140000,1
SEREF VURAL 8177,DRESSESS,RED44,650000,,,Main Department,SEREF VURAL 8177,RED44,1,325000,1
JALUZZZ 2202 3157,DRESSESS,RED38,470000,,,Main Department,JALUZZZ 2202 3157,RED38,1,235000,1
JALUZZZ 2203 3157,DRESSESS,RED40,470000,,,Main Department,JALUZZZ 2203 3157,RED40,1,235000,1
JALUZZZ 2204 3157,DRESSESS,RED42,470000,,,Main Department,JALUZZZ 2204 3157,RED42,1,235000,1
JALUZZ 2205 3157,DRESSESS,RED44,470000,,,Main Department,JALUZZ 2205 3157,RED44,1,235000,1
CORDELIA 4901,DRESSESS,RED38,330000,,,Main Department,CORDELIA 4901,RED38,1,165000,1
CORDELIA 4901,DRESSESS,RED40,330000,,,Main Department,CORDELIA 4901,RED40,1,165000,1
CORDELIA 4901,DRESSESS,RED42,330000,,,Main Department,CORDELIA 4901,RED42,1,165000,1
FOR COSTUME 9029,DRESSESS,RED40,350000,,,Main Department,FOR COSTUME 9029,RED40,1,175000,1
FOR COSTUME 9029,DRESSESS,RED38,350000,,,Main Department,FOR COSTUME 9029,RED38,1,175000,1
ELLABELLA 14270,DRESSESS,RED46,650000,,,Main Department,ELLABELLA 14270,RED46,1,325000,1
ELLABELLA 14270,DRESSESS,RED44,650000,,,Main Department,ELLABELLA 14270,RED44,1,325000,1
TIANA 5051,DRESSESS,RED48,350000,,,Main Department,TIANA 5051,RED48,1,175000,1
TIANA 5051,DRESSESS,RED44,350000,,,Main Department,TIANA 5051,RED44,1,175000,1
BELLISE 4624,DRESSESS,RED38,395000,,,Main Department,BELLISE 4624,RED38,1,197500,1
STAR LIFE 300274,DRESSESS,RED44,390000,,,Main Department,STAR LIFE 300274,RED44,1,195000,1
STAR LIFE 300274,DRESSESS,RED38,390000,,,Main Department,STAR LIFE 300274,RED38,1,195000,1
STAR LIFE 300274,DRESSESS,RED40,390000,,,Main Department,STAR LIFE 300274,RED40,1,195000,1
ELYSION 4344,DRESSESS,RED42,500000,,,Main Department,ELYSION 4344,RED42,1,250000,1
ELYSION 4344,DRESSESS,RED46,500000,,,Main Department,ELYSION 4344,RED46,1,250000,1
NEGRU 1002,DRESSES,RED40,310000,,,Main Department,NEGRU 1002,RED40,1,155000,1
JEGLIDE 24141,DRESSESS,RED46,550000,,,Main Department,JEGLIDE 24141,RED46,1,275000,1
JEGLIDE 24141,DRESSESS,RED48,550000,,,Main Department,JEGLIDE 24141,RED48,1,275000,1
INSET 3112,DRESSESS,RED38,580000,,,Main Department,INSET 3112,RED38,1,290000,1
JEGLIDE 24037,DRESSESS,RED46,550000,,,Main Department,JEGLIDE 24037,RED46,1,275000,1
JEGLIDE 24037,DRESSESS,RED48,550000,,,Main Department,JEGLIDE 24037,RED48,1,275000,1
JEGLIDE 24037,DRESSESS,RED44,550000,,,Main Department,JEGLIDE 24037,RED44,1,275000,1
CORDELIA 4976,DRESSESS,RED38,450000,,,Main Department,CORDELIA 4976,RED38,1,225000,1
CORDELIA 4976 ,DRESSESS,RED40,450000,,,Main Department,CORDELIA 4976 ,RED40,1,225000,1
CORDELIA 4976 ,DRESSESS,RED42,450000,,,Main Department,CORDELIA 4976 ,RED42,1,225000,1
FOR COSTUME 9572,DRESSES,RED38,270000,,,Main Department,FOR COSTUME 9572,RED38,1,135000,1
FOR COSTUME 9572,DRESSES,RED40,270000,,,Main Department,FOR COSTUME 9572,RED40,1,135000,1
FOR COSTUME 9572,DRESSES,RED42,270000,,,Main Department,FOR COSTUME 9572,RED42,1,135000,1
FOR COSTUME 9572,DRESSES,RED44,270000,,,Main Department,FOR COSTUME 9572,RED44,1,135000,1
FOR COSTUME 8714,DRESSES,RED38,330000,,,Main Department,FOR COSTUME 8714,RED38,1,165000,1
FOR COSTUME 8714,DRESSES,RED40,330000,,,Main Department,FOR COSTUME 8714,RED40,1,165000,1
FOR COSTUME 8714,DRESSES,RED42,330000,,,Main Department,FOR COSTUME 8714,RED42,1,165000,1
FOR COSTUME 9403,DRESSES,RED38,680000,,,Main Department,FOR COSTUME 9403,RED38,1,340000,1
FOR COSTUME 9403,DRESSES,RED40,680000,,,Main Department,FOR COSTUME 9403,RED40,1,340000,1
FOR COSTUME 9403,DRESSES,RED42,680000,,,Main Department,FOR COSTUME 9403,RED42,1,340000,1
FUMEE 0765,DRESSES,RED44,680000,,,Main Department,FUMEE 0765,RED44,1,340000,1
FUMEE 0765,DRESSES,RED46,680000,,,Main Department,FUMEE 0765,RED46,1,340000,1
FUMEE 0765,DRESSES,RED48,680000,,,Main Department,FUMEE 0765,RED48,1,340000,1
ILMIO 01887,DRESSES,RED38,200000,,,Main Department,ILMIO 01887,RED38,1,100000,1
ILMIO 01887,DRESSES,RED40,200000,,,Main Department,ILMIO 01887,RED40,1,100000,1
ILMIO 01887,DRESSES,RED42,200000,,,Main Department,ILMIO 01887,RED42,1,100000,1
MOREMUR 7455,DRESSES,RED38,370000,,,Main Department,MOREMUR 7455,RED38,1,185000,1
MOREMUR 7455,DRESSES,RED40,370000,,,Main Department,MOREMUR 7455,RED40,1,185000,1
FUMEE 0743,DRESSES,RED44,450000,,,Main Department,FUMEE 0743,RED44,1,225000,1
LIVE FOREVER 25737,2 PIECES,WHITE46,265000,,,Main Department,LIVE FOREVER 25737,WHITE46,1,132500,1
LIVE FOREVER 25737,2 PIECES,WHITE42,265000,,,Main Department,LIVE FOREVER 25737,WHITE42,1,132500,1
LIVE FOREVER 25737,2 PIECES,WHITE44,265000,,,Main Department,LIVE FOREVER 25737,WHITE44,1,132500,1
MIARTE 16649,2 PIECES,WHITE1,215000,,,Main Department,MIARTE 16649,WHITE1,1,107500,1
MIARTE 16649,2 PIECES,WHITE2,215000,,,Main Department,MIARTE 16649,WHITE2,1,107500,1
MIARTE 16649,2 PIECES,WHITE3,215000,,,Main Department,MIARTE 16649,WHITE3,1,107500,1
MIARTE 16649,2 PIECES,WHITE4,215000,,,Main Department,MIARTE 16649,WHITE4,1,107500,1
NERI 26704,2 PIECES,WHITE1,215000,,,Main Department,NERI 26704,WHITE1,1,107500,1
NERI 26704,2 PIECES,WHITE2,215000,,,Main Department,NERI 26704,WHITE2,1,107500,1
POLEPOLEL W1014 3,2 PIECES,WHITE3,195000,,,Main Department,POLEPOLEL W1014 3,WHITE3,1,97500,1
POLEPOLEL W1014 1,2 PIECES,WHITE1,195000,,,Main Department,POLEPOLEL W1014 1,WHITE1,1,97500,1
POLEPOLEL W1014 2,2 PIECES,WHITE2,195000,,,Main Department,POLEPOLEL W1014 2,WHITE2,1,97500,1
SELENT 114760,CAMISOLE,WHITE50,45000,,,Main Department,SELENT 114760,WHITE50,1,22500,1
JACK LINE 2876 ,DRESSESS,WHITE48,45000,,,Main Department,JACK LINE 2876 ,WHITE48,1,22500,1
JACK LINE 2876 ,DRESSESS,WHITE40,45000,,,Main Department,JACK LINE 2876 ,WHITE40,1,22500,1
JACK LINE 2876 ,DRESSESS,WHITE42,45000,,,Main Department,JACK LINE 2876 ,WHITE42,1,22500,1
JACK LINE 2876 ,DRESSESS,WHITE44,45000,,,Main Department,JACK LINE 2876 ,WHITE44,1,22500,1
JACK LINE 2876 ,DRESSESS,WHITE46,45000,,,Main Department,JACK LINE 2876 ,WHITE46,1,22500,1
JACK LINE 2876 ,DRESSESS,WHITE48,45000,,,Main Department,JACK LINE 2876 ,WHITE48,1,22500,1
JACK LINE 2936,DRESSESS,WHITE48,45000,,,Main Department,JACK LINE 2936,WHITE48,1,22500,1
JACK LINE 2876,DRESSESS,WHITE36,45000,,,Main Department,JACK LINE 2876,WHITE36,1,22500,1
JACK LINE 2876,DRESSESS,WHITE50,45000,,,Main Department,JACK LINE 2876,WHITE50,1,22500,1
JACK LINE 2876,DRESSESS,WHITE56,45000,,,Main Department,JACK LINE 2876,WHITE56,1,22500,1
JACK LINE 2876,DRESSESS,WHITE50,45000,,,Main Department,JACK LINE 2876,WHITE50,1,22500,1
JACK LINE 2876,DRESSESS,WHITE52,45000,,,Main Department,JACK LINE 2876,WHITE52,1,22500,1
JACK LINE 2876,DRESSESS,WHITE36,45000,,,Main Department,JACK LINE 2876,WHITE36,1,22500,1
JACK LINE 2876,DRESSESS,WHITE42,45000,,,Main Department,JACK LINE 2876,WHITE42,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE50,45000,,,Main Department,DESIDERARE 6045,WHITE50,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE54,45000,,,Main Department,DESIDERARE 6045,WHITE54,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE36,45000,,,Main Department,DESIDERARE 6045,WHITE36,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE48,45000,,,Main Department,DESIDERARE 6045,WHITE48,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE36,45000,,,Main Department,DESIDERARE 6045,WHITE36,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE48,45000,,,Main Department,DESIDERARE 6045,WHITE48,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE48,45000,,,Main Department,DESIDERARE 6045,WHITE48,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE50,45000,,,Main Department,DESIDERARE 6045,WHITE50,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE48,45000,,,Main Department,DESIDERARE 6045,WHITE48,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE44,45000,,,Main Department,DESIDERARE 6045,WHITE44,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE56,45000,,,Main Department,DESIDERARE 6045,WHITE56,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE56,45000,,,Main Department,DESIDERARE 6045,WHITE56,1,22500,1
DESIDERARE 6045,CAMISOLE,WHITE54,45000,,,Main Department,DESIDERARE 6045,WHITE54,1,22500,1
MODE CLASS 5234,SUITS,GREY36,350000,,,Main Department,MODE CLASS 5234,GREY36,1,175000,1
MODE CLASS 5234,SUITS,GREY38,350000,,,Main Department,MODE CLASS 5234,GREY38,1,175000,1
G&C 1364,2 PIECES,WHITE50,345000,,,Main Department,G&C 1364,WHITE50,1,172500,1
G&C 1364,2 PIECES,WHITE42,345000,,,Main Department,G&C 1364,WHITE42,1,172500,1
G&C 1364,2 PIECES,WHITE40,345000,,,Main Department,G&C 1364,WHITE40,1,172500,1
G&C 1364,2 PIECES,WHITE44,345000,,,Main Department,G&C 1364,WHITE44,1,172500,1
G&C 1364,2 PIECES,WHITE44,345000,,,Main Department,G&C 1364,WHITE44,1,172500,1
G&C 1364,2 PIECES,WHITE46,345000,,,Main Department,G&C 1364,WHITE46,1,172500,1
BEJAME 7000,DRESSESS,GREY44,350000,,,Main Department,BEJAME 7000,GREY44,1,175000,1
BEJAME 7000,DRESSESS,GREY48,350000,,,Main Department,BEJAME 7000,GREY48,1,175000,1
BEJAME 7000,DRESSESS,GREY48,350000,,,Main Department,BEJAME 7000,GREY48,1,175000,1
BEJAME 7000,DRESSESS,GREY40,350000,,,Main Department,BEJAME 7000,GREY40,1,175000,1
EGELINE 1100,DRESSESS,WHITEL,55000,,,Main Department,EGELINE 1100,WHITEL,1,27500,1
Roxelan8195,DRESSESS,GREY38,195000,,,Main Department,Roxelan8195,GREY38,1,97500,1
Roxelan8195,DRESSESS,GREY40,195000,,,Main Department,Roxelan8195,GREY40,1,97500,1
HIJAB STORE2141,DRESSESS,WHITE40,100000,,,Main Department,HIJAB STORE2141,WHITE40,1,50000,1
HIJAB STORE2141,DRESSESS,WHITE38,100000,,,Main Department,HIJAB STORE2141,WHITE38,1,50000,1
LAVIANA 824693,DRESSESS,WHITE46,200000,,,Main Department,LAVIANA 824693,WHITE46,1,100000,1
BEJAME 1021,SUITS,GREY42,300000,,,Main Department,BEJAME 1021,GREY42,1,150000,1
BALERINA 1355,DRESSESS,WHITE58,100000,,,Main Department,BALERINA 1355,WHITE58,1,50000,1
BALERINA 1355,DRESSESS,WHITE54,100000,,,Main Department,BALERINA 1355,WHITE54,1,50000,1
NESLY 8335,SUITS,GREY52,330000,,,Main Department,NESLY 8335,GREY52,1,165000,1
NESLY 8335,SUITS,GREY50,330000,,,Main Department,NESLY 8335,GREY50,1,165000,1
IZZET CANDAN 2152,DRESSESS,GREY44,300000,,,Main Department,IZZET CANDAN 2152,GREY44,1,150000,1
IZZET CANDAN 2152,DRESSESS,GREY42,300000,,,Main Department,IZZET CANDAN 2152,GREY42,1,150000,1
BEJAME 1014,DRESSESS,GREY36,320000,,,Main Department,BEJAME 1014,GREY36,1,160000,1
BEJAME 1014,DRESSESS,GREY40,320000,,,Main Department,BEJAME 1014,GREY40,1,160000,1
ESSE NAZ 2392,DRESSESS,GREY46,250000,,,Main Department,ESSE NAZ 2392,GREY46,1,125000,1
ESSE NAZ 2392,DRESSESS,GREY38,250000,,,Main Department,ESSE NAZ 2392,GREY38,1,125000,1
KADELLI 53655,SUITS,GREY48,350000,,,Main Department,KADELLI 53655,GREY48,1,175000,1
KADELLI 54485,SUITS,GREY48,350000,,,Main Department,KADELLI 54485,GREY48,1,175000,1
KADELLI 54485,SUITS,GREY46,350000,,,Main Department,KADELLI 54485,GREY46,1,175000,1
KADELLI 54485,SUITS,GREY44,350000,,,Main Department,KADELLI 54485,GREY44,1,175000,1
KADELLI 54485,SUITS,GREY42,350000,,,Main Department,KADELLI 54485,GREY42,1,175000,1
80888,CLUTCH,SILVER,55000,,,Main Department,80888,SILVER,1,27500,1
80888,CLUTCH,SILVER,55000,,,Main Department,80888,SILVER,1,27500,1
NOVEMBER 80106,DRESSES,WHITE48,210000,,,Main Department,NOVEMBER 80106,WHITE48,1,105000,1
NOVEMBER 80106,DRESSES,WHITE46,210000,,,Main Department,NOVEMBER 80106,WHITE46,1,105000,1
NOVEMBER 80106,DRESSES,WHITE42,210000,,,Main Department,NOVEMBER 80106,WHITE42,1,105000,1
MISIMISIA G 8034,2 PIECES,GREY40,175000,,,Main Department,MISIMISIA G 8034,GREY40,1,87500,1
MISIMISIA G 8034,2 PIECES,GREY42,175000,,,Main Department,MISIMISIA G 8034,GREY42,1,87500,1
MISIMISIA G 8034,2 PIECES,GREY38,175000,,,Main Department,MISIMISIA G 8034,GREY38,1,87500,1
CORDELIA 2102,DRESSES,SILVER38,450000,,,Main Department,CORDELIA 2102,SILVER38,1,225000,1
CORDELIA 2102,DRESSES,SILVER40,450000,,,Main Department,CORDELIA 2102,SILVER40,1,225000,1
CORDELIA 2102,DRESSES,SILVER42,450000,,,Main Department,CORDELIA 2102,SILVER42,1,225000,1
MAXRA GOVANA 53840,DRESSES,SILVER38,365000,,,Main Department,MAXRA GOVANA 53840,SILVER38,1,182500,1
MAXRA GOVANA 53840,DRESSES,SILVER40,365000,,,Main Department,MAXRA GOVANA 53840,SILVER40,1,182500,1
MAXRA GOVANA 53840,DRESSES,SILVER42,365000,,,Main Department,MAXRA GOVANA 53840,SILVER42,1,182500,1
LEGENDA 1010,DRESSES,SILVER48,480000,,,Main Department,LEGENDA 1010,SILVER48,1,240000,1
LEONESSA 5185,DRESSES,SILVER50,345000,,,Main Department,LEONESSA 5185,SILVER50,1,172500,1
HVIT VERA 285,DRESSES,SILVER46,300000,,,Main Department,HVIT VERA 285,SILVER46,1,150000,1
HVIT VERA 286,DRESSES,SILVER48,300000,,,Main Department,HVIT VERA 286,SILVER48,1,150000,1
CARLA 10021,SUITS,BROWN38,350000,,,Main Department,CARLA 10021,BROWN38,1,175000,1
CARLA 10021,SUITS,BROWN42,350000,,,Main Department,CARLA 10021,BROWN42,1,175000,1
CARLA 10021,SUITS,BROWN40,350000,,,Main Department,CARLA 10021,BROWN40,1,175000,1
MIRA MIA 229639,DRESSESS,NUDE48,100000,,,Main Department,MIRA MIA 229639,NUDE48,1,50000,1
MIRA MIA 229639,DRESSESS,NUDE44,100000,,,Main Department,MIRA MIA 229639,NUDE44,1,50000,1
MODA MILA 2001,2 PIECES,BURNT ORANGE44,285000,,,Main Department,MODA MILA 2001,BURNT ORANGE44,1,142500,1
MODA MILA 2001,2 PIECES,BURNT ORANGE42,285000,,,Main Department,MODA MILA 2001,BURNT ORANGE42,1,142500,1
MODA MILA 2001,2 PIECES,BURNT ORANGE48,285000,,,Main Department,MODA MILA 2001,BURNT ORANGE48,1,142500,1
LAVIANA2022,DRESSESS,PEACH54,200000,,,Main Department,LAVIANA2022,PEACH54,1,100000,1
SYL LIFE8005,SHORT DRESS,NUDE40,100000,,,Main Department,SYL LIFE8005,NUDE40,1,50000,1
MARYLAND 0684,SUITS,BROWN54,300000,,,Main Department,MARYLAND 0684,BROWN54,1,150000,1
MARYLAND 0684,SUITS,BROWN56,300000,,,Main Department,MARYLAND 0684,BROWN56,1,150000,1
MARYLAND 0684,SUITS,BROWN52,300000,,,Main Department,MARYLAND 0684,BROWN52,1,150000,1
ABIYE 20460,DRESSESS,PEACH46,450000,,,Main Department,ABIYE 20460,PEACH46,1,225000,1
ABIYE 20460,DRESSESS,PEACH44,450000,,,Main Department,ABIYE 20460,PEACH44,1,225000,1
FAVORI 44201,SHORT DRESS,PEACH38,165000,,,Main Department,FAVORI 44201,PEACH38,1,82500,1
MASCHA OFFICIAL 5206,SHORT DRESS,FLOWERS44,250000,,,Main Department,MASCHA OFFICIAL 5206,FLOWERS44,1,125000,1
MASCHA OFFICIAL 5423,SHORT DRESS,FLOWERS38,250000,,,Main Department,MASCHA OFFICIAL 5423,FLOWERS38,1,125000,1
ELEGANT LINE 6433,SHORT DRESS,FLOWERS46,185000,,,Main Department,ELEGANT LINE 6433,FLOWERS46,1,92500,1
ELEGANT LINE 6433,SHORT DRESS,BROWN50,185000,,,Main Department,ELEGANT LINE 6433,BROWN50,1,92500,1
BEJAME 8018,DRESSESS,BROWN38,350000,,,Main Department,BEJAME 8018,BROWN38,1,175000,1
